school_name,department_name
ICT폴리텍대학,AI소프트웨어학과
ICT폴리텍대학,IT융합학과
ICT폴리텍대학,기타(소속학과없음)
ICT폴리텍대학,정보보안학과
ICT폴리텍대학,정보통신학과
ICT폴리텍대학,클라우드인터넷학과
가천대학교,AI소프트웨어학부(소프트웨어전공)
가천대학교,AI소프트웨어학부(인공지능전공)
가천대학교,간호학과
가천대학교,건축공학전공
가천대학교,건축학부
가천대학교,건축학전공
가천대학교,게임영상학과
가천대학교,경영학부
가천대학교,경영학전공
가천대학교,경제학과
가천대학교,경찰행정학과
가천대학교,관광경영학과
가천대학교,국제자유전공
가천대학교,국제학부
가천대학교,글로벌경영학전공
가천대학교,금융빅데이터학부
가천대학교,금융빅데이터학부(금융수학전공)
가천대학교,금융빅데이터학부(빅데이터경영전공)
가천대학교,기계스마트산업공학부(기계공학전공)
가천대학교,기계스마트산업공학부(산업공학전공)
가천대학교,기계스마트산업공학부(스마트팩토리전공)
가천대학교,기타(소속학과없음)
가천대학교,기타모집단위
가천대학교,도시계획조경학부
가천대학교,도시계획학전공
가천대학교,동양어문학과
가천대학교,물리치료학과
가천대학교,물리학과
가천대학교,미디어커뮤니케이션학과
가천대학교,미래자동차학과
가천대학교,미술·디자인학부(디자인)
가천대학교,미술·디자인학부(회화·조소)
가천대학교,바이오나노학과
가천대학교,바이오로직스학과
가천대학교,바이오의료기기학과
가천대학교,반도체디스플레이학과
가천대학교,반도체설계학과
가천대학교,반도체전자공학부
가천대학교,반도체전자공학부(반도체공학전공)
가천대학교,반도체전자공학부(전자공학전공)
가천대학교,반도체전자공학부(차세대반도체설계전공)
가천대학교,방사선학과
가천대학교,법학과
가천대학교,사회복지학과
가천대학교,생명과학과
가천대학교,설비·소방공학과
가천대학교,스마트시티학과
가천대학교,식품생명공학과
가천대학교,식품영양학과
가천대학교,신소재공학과
가천대학교,실내건축학전공
가천대학교,심리학과
가천대학교,약학과
가천대학교,연기예술학과
가천대학교,영미어문학과
가천대학교,외국어계열
가천대학교,운동재활학과
가천대학교,유럽어문학과
가톨릭관동대학교,건축학전공
가톨릭관동대학교,경찰행정학전공
가톨릭관동대학교,바이오메디컬전공
가톨릭관동대학교,스마트통합치유학과
가톨릭관동대학교,스마트항만공학전공
가톨릭관동대학교,스포츠건강관리학전공
가톨릭관동대학교,실용음악전공
가톨릭관동대학교,언어재활학과
가톨릭관동대학교,의료경영학전공
가톨릭관동대학교,임상병리학과
가톨릭관동대학교,자율전공학부
가톨릭관동대학교,지리교육과
가톨릭관동대학교,체육교육과
가톨릭관동대학교,치매전문재활학과
가톨릭관동대학교,치위생학과
가톨릭관동대학교,항공교통물류전공
가톨릭관동대학교,항공운항전공
가톨릭관동대학교,항공정비학전공
가톨릭관동대학교,행정학전공
가톨릭관동대학교,호텔경영학전공
가톨릭꽃동네대학교,간호학과
가톨릭꽃동네대학교,기타(소속학과없음)
가톨릭꽃동네대학교,기타모집단위
가톨릭꽃동네대학교,사회복지·상담심리학부
가톨릭대학교,모바일유비쿼터스융복합전공
가톨릭대학교,문화예술경영전문가융복합전공
가톨릭대학교,물리학과
가톨릭대학교,미디어기술콘텐츠학과
가톨릭대학교,바이오메디컬소프트웨어학과
가톨릭대학교,바이오메디컬화학공학과
가톨릭대학교,바이오융합공학계열
가톨릭대학교,사회혁신융복합전공
가톨릭대학교,생명공학과
가톨릭대학교,생활과학계열
가톨릭대학교,성악과(정원외)
가톨릭대학교,세무회계금융학과
가톨릭대학교,수학과
가톨릭대학교,에너지환경공학과
가톨릭대학교,영어영문학부
가톨릭대학교,예술미디어융합학과
가톨릭대학교,융합전공학부
가톨릭대학교,음악과
가톨릭대학교,의류학과
가톨릭대학교,자유전공학과(자연생활)
가톨릭대학교,정보통신전자공학부
가톨릭대학교,중국언어문화학과
가톨릭대학교,창업대학
가톨릭대학교,철학과
가톨릭대학교,회계학과
가톨릭상지대학교,바이오제약과
가톨릭상지대학교,반려동물과
가톨릭상지대학교,사회복지과
가톨릭상지대학교,사회복지학과
가톨릭상지대학교,외식창업조리과
가톨릭상지대학교,유아교육과
가톨릭상지대학교,유아교육학과(1년제)
감리교신학대학교,신학부
강남대학교,ICT융합공학부
강남대학교,Wel-Tech융합전공
강남대학교,가상현실전공
강남대학교,건축공학전공
강남대학교,공공인재학전공
강남대학교,교육학과
강남대학교,국제지역학전공
강남대학교,국제통상학전공
강남대학교,글로벌경영학부
강남대학교,부동산건설학부
강남대학교,부동산학전공
강남대학교,사회복지학부
강남대학교,사회사업학전공
강남대학교,스포츠복지학과
강남대학교,실버산업학과
강남대학교,유니버설아트디자인학과
강남대학교,유아교육과
강남대학교,초등특수교육과
강남대학교,한국어문학전공
강동대학교,간호학과
강동대학교,건축과
강동대학교,만화애니메이션콘텐츠과
강동대학교,물리치료과
강동대학교,물리치료학과
강동대학교,사회복지과
강동대학교,사회복지학과
강동대학교,산업디자인과
강동대학교,스마트복지융합학부
강동대학교,스포츠건강관리과
강동대학교,스포츠재활과
강동대학교,실용음악학과(1년제)
강동대학교,안경광학과
강동대학교,온라인영상홍보전공
강동대학교,자동차과
강동대학교,전기설비과
강동대학교,전기전공
강동대학교,창업경영학과
강동대학교,치위생과
강동대학교,치위생학과
강동대학교,헤어뷰티케어과
강릉영동대학교,고향사랑경영학과
강릉영동대학교,국제마인드스포츠과
강릉영동대학교,디지털안보행정학과
강릉영동대학교,레저스포츠전공
강릉영동대학교,물리치료과
강릉영동대학교,물리치료학과
강릉영동대학교,뷰티미용과
강릉영동대학교,스포츠레저헬스케어계열
강릉영동대학교,스포츠재활전공
강릉영동대학교,승마산업전공
강릉영동대학교,유아교육과
강릉영동대학교,재난안전드론전공
강릉영동대학교,제과제빵바리스타전공
강릉영동대학교,치위생과
강서대학교,간호학과
강서대학교,글로벌경영학과
강서대학교,기타(소속학과없음)
강서대학교,기타모집단위
강서대학교,사회복지학과
강서대학교,아동학과
강원대학교,AI소프트웨어학과
강원대학교,AI융합학과
강원대학교,가정교육과
강원대학교,간호학과
강원대학교,건설융합학부
강원대학교,건축학전공(5년제)
강원대학교,경영·회계학부
강원대학교,경영학전공
강원대학교,경제·정보통계학부
강원대학교,경제금융전공
강원대학교,경제학전공
강원대학교,관광경영학과
강원대학교,관광전공
강원대학교,국제무역학과
강원대학교,글로벌미디어커뮤니케이션전공
강원대학교,글로벌비즈니스전공
강원대학교,글로벌융합학부
강원대학교,기계설계공학전공
강원대학교,기계시스템공학부
강원대학교,기계의용메카트로닉스공학과
강원대학교,기타(소속학과없음)
강원대학교,기타모집단위
강원대학교,농업자원경제학전공
강원대학교,독어독문학전공
강원대학교,동물산업융합학과
강원대학교,동물응용과학과
강원대학교,동물자원과학과
강원대학교,디자인학과
강원대학교,디지털밀리터리학과
강원대학교,멀티디자인학과
강원대학교,목재과학전공
강원대학교,목재종이과학부
강원대학교,무용학과
강원대학교,문화인류학과
강원대학교,물리교육전공
강원대학교,물리치료학과
강원대학교,미디어커뮤니케이션학과
강원대학교,미술학과
강원대학교,바이오기능성소재학과
강원대학교,바이오산업공학부
강원대학교,바이오시스템기계공학전공
강원대학교,바이오자원환경학전공
강원대학교,반도체물리학과
강원대학교,방사선학과
강원대학교,배터리융합공학과
강원대학교,부동산학과
강원대학교,분자생명과학과
강원대학교,불어불문학전공
강원대학교,사학전공
강원대학교,사회복지학과
강원대학교,사회학과
강원대학교,산림경영학전공
강원대학교,산림과학부
강원대학교,산림자원학전공
강원대학교,산림환경보호학전공
강원대학교,산업공학전공
강원대학교,생명건강공학과
강원대학교,생명과학과
강원대학교,생물공학전공
강원대학교,생물교육전공
강원대학교,생물의소재공학과
강원대학교,생물자원과학부
강원대학교,생태조경디자인학과
강원대학교,생화학전공
강원대학교,생활조형디자인학과
강원대학교,소방방재공학전공
강원대학교,소방방재학부
강원대학교,수의예과
강원대학교,수의학과
강원대학교,수학과
강원대학교,수학교육과
강원대학교,스마트팜농산업학과
강원대학교,스포츠과학과
강원대학교,스포츠미디어전공
강원대학교,스포츠웰니스전공
강원대학교,시스템면역과학전공
강원대학교,식물의학전공
강원대학교,식물자원응용과학전공
강원대학교,식품생명공학전공
강원대학교,식품영양학과
강원대학교,신소재공학과
강원대학교,심리학전공
강원대학교,안경광학과
강원대학교,약학과
강원대학교,에너지자원·산업공학부
강원대학교,에너지자원공학전공
강원대학교,에너지자원화학공학과
강원대학교,에코환경과학전공
강원대학교,역사교육과
강원대학교,영상문화학과
강원대학교,영어교육과
강원대학교,영어영문학전공
강원대학교,영어전공
강원대학교,원예·농업자원경제학부
강원대학교,원예과학전공
강원대학교,유아교육과
강원대학교,윤리교육과
강원대학교,음악학과
강원대학교,응급구조학과
강원대학교,의생명공학전공
강원대학교,의생명융합학부
강원대학교,의예과
강원대학교,의학과
강원대학교,인문학부
강원대학교,일반사회교육과
강원대학교,일본어학과
강원대학교,일본학전공
강원대학교,자유전공학부(인문계열)
강원대학교,자유전공학부(자연계열)
강원대학교,자유전공학부(학생설계전공 공학계열)
강원대학교,자유전공학부(학생설계전공 인문사회계열
강원대학교,자유전공학부(학생설계전공 자연과학계열
강원대학교,작업치료학과
강원대학교,재난관리공학전공
강원대학교,전기공학전공
강원대학교,전기전자공학과
강원대학교,전기제어계측공학부
강원대학교,전자공학과
강원대학교,전자정보통신공학과
강원대학교,정보통계학전공
강원대학교,정치외교학과
강원대학교,제어계측공학전공
강원대학교,종이소재과학전공
강원대학교,중어중문학전공
강원대학교,지구과학교육전공
강원대학교,지구물리학전공
강원대학교,지구환경시스템공학과
강원대학교,지리교육과
강원대학교,지역건설공학과
강원대학교,지질·지구물리학부
강원대학교,지질학전공
강원대학교,철학전공
강원대학교,체육교육과
강원대학교,치위생학과
강원대학교,컴퓨터공학과
강원대학교,토목공학전공
강원대학교,한문교육과
강원대학교,행정.심리학부
강원대학교,행정학전공
강원대학교,화공생물공학부
강원대학교,화학공학전공
강원대학교,화학교육전공
강원대학교,화학생화학부
강원대학교,화학전공
강원대학교,환경공학전공
강원대학교,환경융합학부
강원대학교,회계학전공
강원대학교,휴먼스포츠학부
건국대학교(글로컬),ICT융합공학부
건국대학교(글로컬),간호학과
건국대학교(글로컬),경영학과
건국대학교(글로컬),경제통상학과
건국대학교(글로컬),경찰학과
건국대학교(글로컬),골프산업학과
건국대학교(글로컬),교양대학
건국대학교(글로컬),교직과
건국대학교(글로컬),국제비즈니스학부
건국대학교(글로컬),기타(소속학과없음)
건국대학교(글로컬),기타모집단위
건국대학교(글로컬),녹색기술융합학과
건국대학교(글로컬),동화한국어문화학과
건국대학교(글로컬),디자인학부
건국대학교(글로컬),라이프설계융합학과
건국대학교(글로컬),메카트로닉스공학과
건국대학교(글로컬),문헌정보학과
건국대학교(글로컬),문화콘텐츠학부
건국대학교(글로컬),미디어콘텐츠학과
건국대학교(글로컬),미디어학부
건국대학교(글로컬),바이오메디컬공학과
건국대학교(글로컬),바이오융합과학부
건국대학교(글로컬),바이오의약학과
건국대학교(글로컬),뷰티화장품학과
건국대학교(글로컬),사회복지학과
건국대학교(글로컬),산업디자인학과
건국대학교(글로컬),생명공학과
건국대학교(글로컬),소방방재융합학과
건국대학교(글로컬),스포츠건강학과
건국대학교(글로컬),시각영상디자인학과
건국대학교(글로컬),식품영양학과
건국대학교(글로컬),신문방송학과
건국대학교(글로컬),실내디자인학과
건국대학교(글로컬),에너지신소재공학과
건국대학교(글로컬),영어문화학과
건국대학교(글로컬),유아교육과
건국대학교(글로컬),의예과
건국대학교(글로컬),의학과
건국대학교(글로컬),의학과(자연계열)
건국대학교(글로컬),조형예술학과
건국대학교(글로컬),첨단산업융합학과
건국대학교(글로컬),친환경과학부
건국대학교(글로컬),컴퓨터공학과
건국대학교(글로컬),패션디자인학과
건양대학교,K-문화산업학과
건양대학교,간호학과
건양대학교,경영학부
건양대학교,국방경찰행정학부
건양대학교,군사학과
건양대학교,글로벌의료뷰티학과
건양대학교,금융세무학부
건양대학교,기업소프트웨어학부
건양대학교,기타(소속학과없음)
건양대학교,기타모집단위
건양대학교,디지털콘텐츠학과
건양대학교,물리치료학과
건양대학교,반도체공학과
건양대학교,방사선학과
건양대학교,병원경영학과
건양대학교,사회복지학과
건양대학교,스마트보안학과
건양대학교,스포츠의학과
건양대학교,시각디자인학과
건양대학교,심리상담치료학과
건양대학교,아동교육학과
건양대학교,안경광학과
건양대학교,유아교육과
건양대학교,융합디자인학과
건양대학교,응급구조학과
건양대학교,의공학과
건양대학교,의료IT공학과
건양대학교,의료공간디자인학과
건양대학교,의료신소재학과
건양대학교,의약바이오학과
건양대학교,의예과
건양대학교,의학과
건양대학교,인공지능학과
건양대학교,임상병리학과
건양대학교,임상의약학과
건양대학교,작업치료학과
건양대학교,재난안전소방학과
건양대학교,재활퍼스널트레이닝학과
건양대학교,제약생명공학과
건양대학교,중등특수교육과
건양대학교,초등특수교육과
건양대학교,치위생학과
건양대학교,호텔관광학과
건양대학교,휴머니티칼리지
건양사이버대학교,교양학부
건양사이버대학교,글로벌뷰티학과
건양사이버대학교,기타(소속학과없음)
건양사이버대학교,노인복지학과
건양사이버대학교,다문화한국어학과
건양사이버대학교,디지털마케팅학과
건양사이버대학교,반려동물관리학과
건양사이버대학교,법무행정복지학과
건양사이버대학교,보건의료복지학과
건양사이버대학교,복지학부
건양사이버대학교,사회복지상담학과
건양사이버대학교,사회복지학과
건양사이버대학교,산업안전소방학과
건양사이버대학교,상담심리치료학과
건양사이버대학교,실용학부
건양사이버대학교,심리운동치료학과
건양사이버대학교,아동복지학과
건양사이버대학교,온라인평생교육학과
건양사이버대학교,융합계열
건양사이버대학교,행동재활치료학과
건양사이버대학교,휴먼학부
경기과학기술대학교,AI융복합과
경기과학기술대학교,건축인테리어학과
경기과학기술대학교,게임콘텐츠학과
경기과학기술대학교,경영학과
경기과학기술대학교,군사학과(공학)
경기과학기술대학교,군사학과(인문사회)
경기과학기술대학교,기계공학과
경기과학기술대학교,기계나노융합과
경기과학기술대학교,기계자동화공학과
경기과학기술대학교,기초교양과
경기과학기술대학교,기타(소속학과없음)
경기과학기술대학교,기타모집단위
경기과학기술대학교,디자인공학과
경기과학기술대학교,메카트로닉스공학과
경기과학기술대학교,모빌리티공학과
경기과학기술대학교,미디어디자인학과
경기과학기술대학교,미래모빌리티설계과
경기과학기술대학교,미래전기자동차공학과(e-MU)
경기과학기술대학교,미래전기자동차과
경기과학기술대학교,미래전기자동차과(e-MU)
경기과학기술대학교,보건의료행정학과(3년제)
경기과학기술대학교,사회복지학과
경기과학기술대학교,생명화학공학과
경기과학기술대학교,소방방재학과
경기과학기술대학교,스마트제어소프트웨어과
경기과학기술대학교,시각정보디자인학과
경기과학기술대학교,영상디자인과
경기과학기술대학교,영상콘텐츠과
경기과학기술대학교,웹툰일러스트학과(3년제)
경기과학기술대학교,인공지능학과
경기과학기술대학교,자동차공학과
경기과학기술대학교,전기공학과
경기과학기술대학교,전기제어공학과
경기과학기술대학교,전자공학과
경기과학기술대학교,전자공학과(e-MU)
경기과학기술대학교,전자기기융합과
경기과학기술대학교,전자통신공학과(e-MU)
경기과학기술대학교,정밀기계공학과
경기과학기술대학교,첨단전자계측과
경기과학기술대학교,컴퓨터기계융합과
경기과학기술대학교,컴퓨터모바일융합공학과
경기과학기술대학교,컴퓨터모바일융합과
경기과학기술대학교,패션디자인과
경기과학기술대학교,화공환경공학과
경기대학교,AI경영융합전공
경기대학교,AI컴퓨터공학부
경기대학교,FineArts학부
경기대학교,SW안전보안전공
경기대학교,건축공학전공
경기대학교,건축안전공학과
경기대학교,건축학과
경기대학교,경영학부
경기대학교,경영학전공
경기대학교,경제학부
경기대학교,경제학전공
경기대학교,경찰행정학전공
경기대학교,공공안전학부
경기대학교,공공인재학부
경기대학교,관광개발경영학과
경기대학교,관광문화콘텐츠학과
경기대학교,교양학부
경기대학교,교직학부
경기대학교,국어국문학과
경기대학교,글로벌어문학부
경기대학교,기계시스템공학과
경기대학교,기타(소속학과없음)
경기대학교,기타모집단위
경기대학교,나노반도체전공
경기대학교,도시교통공학전공
경기대학교,독어독문전공
경기대학교,디자인비즈학부
경기대학교,러시아어문전공
경기대학교,무역학과
경기대학교,문헌정보학과
경기대학교,문화재관리학
경기대학교,미디어영상학과
경기대학교,미디어융합콘텐츠전공
경기대학교,미술경영전공
경기대학교,바이오융합학부
경기대학교,반도체장비SW전공
경기대학교,범죄교정심리학전공
경기대학교,범죄학전공
경기대학교,법학과
경기대학교,사학과
경기대학교,사회복지학전공
경기대학교,사회에너지시스템공학과
경기대학교,산업경영정보공학과
경기대학교,산업디자인전공
경기대학교,생명과학전공
경기대학교,서양화전공
경기대학교,서예전공
경기대학교,수학과
경기대학교,스마트AI융합전공
경기대학교,스마트시티공학부
경기대학교,스포츠건강과학전공
경기대학교,스포츠과학부
경기대학교,스포츠레저산업전공
경기대학교,시각정보디자인전공
경기대학교,시큐리티매니지먼트학과
경기대학교,식품생물공학전공
경기대학교,신소재공학전공
경기대학교,신소재화학공학부
경기대학교,실용음악학과
경기대학교,심리상담융합전공
경기대학교,애니메이션학과
경기대학교,연기학과
경기대학교,영어영문학과
경기대학교,외식조리관광서비스학과
경기대학교,외식조리전공
경기대학교,유아교육과
경기대학교,융합데이터공학전공
경기대학교,응용통계학전공
경기대학교,인공지능전공
경기대학교,일어일문전공
경기대학교,입체조형학과
경기대학교,장신구금속디자인전공
경기대학교,전자공학부
경기대학교,정보통신시스템전공
경기대학교,정치외교학전공
경기대학교,중어중문전공
경기대학교,지식재산학전공
경기대학교,창업융합전공
경기대학교,청소년학전공
경기대학교,체육학과
경기대학교,컴퓨터공학전공
경기대학교,프랑스어문전공
경기대학교,한국화전공
경기대학교,행정학전공
경기대학교,호텔경영전공
경기대학교,호텔외식경영학부
경기대학교,화학공학전공
경기대학교,화학과
경기대학교,회계세무학전공
경기대학교,휴먼서비스학부
경남과학기술대학교,기타(소속학과없음)
경남대학교,E-mobility전공
경남대학교,MSC교육부
경남대학교,SW응용학전공
경남대학교,USG융합학부
경남대학교,가정교육과
경남대학교,간호학과
경남대학교,건축공학전공
경남대학교,건축학부
경남대학교,건축학전공(5년)
경남대학교,게임학과
경남대학교,경영학과
경남대학교,경영학부
경남대학교,경영학전공
경남대학교,경찰학부
경남대학교,경찰학전공
경남대학교,경호보안학과
경남대학교,고전강독학전공
경남대학교,공동체혁신전공
경남대학교,관광학부
경남대학교,관광항공서비스학 전공
경남대학교,교양영어교육부
경남대학교,교육학과
경남대학교,국어교육과
경남대학교,군사학과
경남대학교,기계공학부
경남대학교,기계로봇모빌리티공학전공
경남대학교,기계시스템디자인공학전공
경남대학교,기계융합공학과
경남대학교,기계융합공학과(중소기업계약학과)
경남대학교,기타(소속학과없음)
경남대학교,디자인학과
경남대학교,디지털마케팅학과
경남대학교,로컬크리에이터학과
경남대학교,무역물류학과
경남대학교,문화콘텐츠학과
경남대학교,물리치료학과
경남대학교,미디어영상학과
경남대학교,미래자동차학과
경남대학교,미래형자동차기술융합학
경남대학교,미술교육과
경남대학교,법학과
경남대학교,보건의료정보학과
경남대학교,부동산경제금융학과
경남대학교,비즈니스컨설팅학과
경남대학교,빅데이터융합학전공
경남대학교,사회복지학과
경남대학교,소방방재공학과
경남대학교,소프트웨어전공
경남대학교,수학교육과
경남대학교,스마트기계설계해석전공
경남대학교,스마트기계융합공학전공
경남대학교,스마트도시건설전공
경남대학교,스마트제조ICT전공
경남대학교,스타트업학전공
경남대학교,스포츠과학과
경남대학교,식품영양학과
경남대학교,심리학과
경남대학교,아레테교육부
경남대학교,액티브시니어학과
경남대학교,여가라이프비즈니스학과
경남대학교,역사학과
경남대학교,영어교육과
경남대학교,외식조리학과
경남대학교,유아교육과
경남대학교,음악교육과
경남대학교,의사소통교육부
경남대학교,인공지능학과
경남대학교,일어교육과
경남대학교,자유전공학부
경남대학교,작업치료학과
경남대학교,재난안전건설학과
경남대학교,전기공학과
경남대학교,정치외교학전공
경남대학교,제약공학과
경남대학교,지능로봇전공
경남대학교,체육교육과
경남대학교,컴퓨터공학부
경남대학교,컴퓨터공학전공
경남대학교,컴퓨터보안전공
경남대학교,탐정학전공
경남대학교,토털뷰티디자인학과
경남대학교,평생교육상담보육학과
경남대학교,프로네시스융합학부
경남대학교,행정학과
경남대학교,호텔컨벤션경영학전공
경남대학교,회계학전공
경남도립거창대학,간호학과
경남도립거창대학,건축인테리어학부
경남도립거창대학,기타(소속학과없음)
경남도립거창대학,드론토목학부
경남도립거창대학,미래자동차공학부
경남도립거창대학,뷰티웰니스과
경남도립거창대학,사회복지보육학부
경남도립거창대학,소방전기학부
경남도립거창대학,스마트귀농귀촌학부
경남도립거창대학,스포츠재활운동관리과
경남도립거창대학,항공정비학과
경남도립남해대학,금융회계사무과
경남도립남해대학,기타(소속학과없음)
경남도립남해대학,로컬푸드전공
경남도립남해대학,산업안전관리과
경남도립남해대학,소프트웨어공학과
경남도립남해대학,원예조경과
경남도립남해대학,전기자동차계열
경남도립남해대학,항공기계전공
경남도립남해대학,항공운항과
경남도립남해대학,항공정비전공
경남도립남해대학,항공제작정비전공
경남도립남해대학,호텔관광전공
경남도립남해대학,호텔조리전공
경남도립남해대학,힐링관광전공
경남정보대학교,K뷰티학과
경남정보대학교,간호학과(4년제)
경남정보대학교,건축디자인과(2년제)
경남정보대학교,경영학과
경남정보대학교,경찰경호행정과
경남정보대학교,교양과
경남정보대학교,군사학과
경남정보대학교,기계계열
경남정보대학교,기계과
경남정보대학교,기계설계공학과
경남정보대학교,기타(소속학과없음)
경남정보대학교,디지털문예창작과
경남정보대학교,물리치료과
경남정보대학교,물리치료학과
경남정보대학교,미디어영상과
경남정보대학교,미용학과
경남정보대학교,반도체과
경남정보대학교,반려동물라이프계열
경남정보대학교,보건의료행정과
경남정보대학교,보건의료행정학과
경남정보대학교,부동산비즈니스과
경남정보대학교,뷰티어드바이저과
경남정보대학교,뷰티헬스과
경남정보대학교,사회복지학과
경남정보대학교,사회복지학과(2년)
경남정보대학교,사회복지학과(2년제)
경남정보대학교,소방안전관리과
경남정보대학교,스포츠재활지도학과
경남정보대학교,스포츠재활트레이닝과
경남정보대학교,시각디자인학과
경남정보대학교,신발패션과
경남정보대학교,신발패션학과
경남정보대학교,외식산업경영학과
경남정보대학교,유아교육과
경남정보대학교,유아교육학과
경남정보대학교,인테리어디자인과
경남정보대학교,인테리어디자인학과
경남정보대학교,임상병리과
경남정보대학교,임상병리학과
경남정보대학교,작업치료과
경남정보대학교,작업치료학과
경남정보대학교,전기공학과
경남정보대학교,전기과
경남정보대학교,전기수소자동차과
경남정보대학교,전기자동차공학과
경남정보대학교,전자공학과
경남정보대학교,치위생과
경남정보대학교,치위생학과
경남정보대학교,컴퓨터학과
경남정보대학교,클라우드시스템학과
경남정보대학교,토목환경과
경남정보대학교,헤어디자인과
경남정보대학교,호텔관광과
경남정보대학교,호텔관광학과
경남정보대학교,호텔외식조리학과
경남정보대학교,호텔제과제빵과
경남정보대학교,화공에너지공학과
경남정보대학교,환경조경디자인과
경동대학교,A.I.전공
경동대학교,간호학과
경동대학교,건축공학과
경동대학교,건축디자인학과
경동대학교,경영학과
경동대학교,경찰학과
경동대학교,공공복지정보관리학과
경동대학교,교양교육학부
경동대학교,국제경영학전공
경동대학교,국제융합학부
경동대학교,국제학부
경동대학교,국제호텔경영학전공
경동대학교,군사학과
경동대학교,기타(소속학과없음)
경동대학교,기타모집단위
경동대학교,디자인학과
경동대학교,물리치료학과
경동대학교,사회복지학과
경동대학교,서예학전공
경동대학교,소프트웨어학과
경동대학교,스마트컴퓨팅학전공
경동대학교,스포츠마케팅학과(예체능)
경동대학교,안경광학과
경동대학교,안보경영학과
경동대학교,외식사업학과
경동대학교,유아교육과
경동대학교,응급구조학과
경동대학교,임상병리학과
경동대학교,작업치료학과
경동대학교,체육학과
경동대학교,치기공학과
경동대학교,치위생학과
경동대학교,컴퓨터공학과
경동대학교,토목공학과
경동대학교,한국학전공
경동대학교,항공서비스학과
경동대학교,해양심층수융복합학과
경동대학교,행정학과
경동대학교,호텔관광경영학과
경동대학교,호텔조리학과
경민대학교,e-비즈니스경영과
경민대학교,e-비즈니스경영학과
경민대학교,간호학과
경민대학교,건축공간디자인과
경민대학교,건축공간디자인학과
경민대학교,게임콘텐츠과
경민대학교,게임콘텐츠학과
경민대학교,공연예술과
경민대학교,공연예술학과
경민대학교,기타(소속학과없음)
경민대학교,라이프서비스과
경민대학교,라이프케어과
경민대학교,라이프콘텐츠과
경민대학교,라이프테크과
경민대학교,레포츠과
경민대학교,레포츠학과
경민대학교,로컬푸드조리과
경민대학교,보건의료행정과(3년제)
경민대학교,뷰티케어과
경민대학교,사회복지과
경민대학교,사회복지학과
경민대학교,소방안전관리과
경민대학교,소방안전관리학과
경민대학교,스마트인테리어과
경민대학교,스마트팜과
경민대학교,실용음악과
경민대학교,실용음악학과
경민대학교,아동심리보육과
경민대학교,아동심리보육학과
경민대학교,영상콘텐츠과
경민대학교,유아교육과
경민대학교,유아교육학과
경민대학교,카페베이커리과
경민대학교,컴퓨터소프트웨어과(3년제)
경민대학교,컴퓨터소프트웨어학과
경민대학교,컴퓨터정보통신과
경민대학교,컴퓨터정보통신학과
경민대학교,태권도외교과
경민대학교,패밀리케어과
경민대학교,호텔관광경영과
경민대학교,호텔조리과
경민대학교,호텔조리학과
경민대학교,효충사관과
경민대학교,효충사관학과
경복대학교,간호학과
경복대학교,건설환경공학과
경복대학교,공간디자인과(3년제)
경복대학교,공간디자인학과(1년제)
경복대학교,공연예술과(3년제)
경복대학교,공연예술학과
경복대학교,기타(소속학과없음)
경복대학교,드론건설환경과
경복대학교,물리치료과
경복대학교,물리치료학과
경복대학교,반려동물보건과
경복대학교,복지행정학과
경복대학교,뷰티코스메틱과
경복대학교,빅데이터과
경복대학교,사회복지상담과
경복대학교,서비스경영과
경복대학교,소프트웨어융합과
경복대학교,소프트웨어융합학과
경복대학교,시각디자인과(3년제)
경복대학교,시각디자인학과(1년제)
경복대학교,실용음악과(3년제)
경복대학교,안전보건과
경복대학교,약손피부미용과
경복대학교,영상미디어콘텐츠과
경복대학교,유아교육과
경복대학교,유아교육학과(1년제)
경복대학교,융합서비스경영학과
경복대학교,의료미용과
경복대학교,의료미용학과(1년제)
경복대학교,의료복지학과
경복대학교,의료사회복지과
경복대학교,임상병리과
경복대학교,임상병리학과
경복대학교,작업치료과
경복대학교,작업치료학과
경복대학교,준오헤어디자인과
경복대학교,치위생과
경복대학교,치위생학과
경복대학교,친환경건축과(3년제)
경복대학교,친환경건축학과(1년제)
경복대학교,항공서비스과(3년제)
경복대학교,호텔관광과(3년제)
경북과학대학교,간호학과(4년제)
경북과학대학교,관광레저과
경북과학대학교,군사행정과
경북과학대학교,기타(소속학과없음)
경북과학대학교,뮤직프로덕션과
경북과학대학교,보건행정과
경북과학대학교,보육복지계열
경북과학대학교,보육전공
경북과학대학교,복지전공
경북과학대학교,사회복지과
경북과학대학교,사회복지학과
경북과학대학교,사회체육과
경북과학대학교,스마트팜식품계열
경북과학대학교,스마트팜전공
경북과학대학교,식품가공전공
경북과학대학교,안경광학과(2년제)
경북과학대학교,유아교육과(3년제)
경북과학대학교,유아교육학과
경북과학대학교,작업치료과
경북과학대학교,조리사관과
경북과학대학교,조리사관학과
경북과학대학교,화장품뷰티과
경북대학교,가정교육과
경북대학교,간호학과
경북대학교,건설방재공학과
경북대학교,건축학부(건축공학전공)
경북대학교,건축학부(건축학전공)
경북대학교,경영학부
경북대학교,경제통상학부
경북대학교,고고인류학과
경북대학교,고분자공학과
경북대학교,곤충생명과학과
경북대학교,관광학과
경북대학교,교육학과
경북대학교,"국악학과(기악전공, 성악전공,이론작곡"
경북대학교,국어교육과
경북대학교,국어국문학과
경북대학교,금속재료공학과
